match_id,team_id,from_player_id,from_position,to_player_id,to_position,from_position_x,from_position_y,from_position_encoded
3788742,776,6797,Defender,18722,Midfield,56.6,70.6,0
3788742,776,5536,Forward,6797,Defender,64.0,73.3,1
3788742,776,6797,Defender,5527,Midfield,56.9,79.5,0
3788742,1835,24455,Defender,38196,Defender,37.7,20.9,0
3788742,776,5534,Defender,6797,Defender,41.3,69.6,0
3788742,776,6797,Defender,3570,Midfield,49.7,70.2,0
3788742,776,3570,Midfield,6797,Defender,49.2,63.7,3
3788742,776,6797,Defender,3959,Defender,50.3,70.2,0
3788742,776,3959,Defender,18722,Midfield,48.9,22.7,0
3788742,776,18722,Midfield,3570,Midfield,62.3,9.2,3
3788742,776,3570,Midfield,21261,Forward,54.4,30.6,3
3788742,776,21261,Forward,6797,Defender,66.8,38.2,1
3788742,776,6797,Defender,5536,Forward,85.7,68.7,0
3788742,1835,13215,Midfield,16550,Defender,33.0,9.6,3
3788742,1835,16550,Defender,13215,Midfield,27.4,3.4,0
3788742,776,6797,Defender,3570,Midfield,83.8,80.0,0
3788742,776,16554,Defender,18722,Midfield,92.1,23.6,0
3788742,776,18722,Midfield,3570,Midfield,78.9,30.2,3
3788742,776,3570,Midfield,18722,Midfield,86.5,38.9,3
3788742,776,18722,Midfield,6797,Defender,90.9,20.3,3
3788742,776,6797,Defender,5527,Midfield,100.5,65.0,0
3788742,776,5527,Midfield,16554,Defender,94.1,71.5,3
3788742,776,16554,Defender,18722,Midfield,90.9,8.9,0
3788742,1835,26939,Defender,24321,Midfield,16.1,62.2,0
3788742,1835,24321,Midfield,15416,Defender,32.5,65.8,3
3788742,776,16554,Defender,4447,Forward,98.6,0.1,0
3788742,776,16554,Defender,4447,Forward,96.0,1.9,0
3788742,776,4447,Forward,5527,Midfield,87.9,9.6,1
3788742,776,5527,Midfield,16554,Defender,87.4,6.9,3
3788742,776,16554,Defender,18722,Midfield,91.3,2.3,0
3788742,776,18722,Midfield,3959,Defender,76.8,1.4,3
3788742,1835,24455,Defender,24321,Midfield,33.5,39.1,0
3788742,1835,24648,Midfield,13215,Midfield,40.8,56.4,3
3788742,1835,13215,Midfield,8667,Goalkeeper,39.1,40.0,3
3788742,776,3570,Midfield,3959,Defender,47.9,44.3,3
3788742,776,3959,Defender,16554,Defender,26.8,24.4,0
3788742,776,16554,Defender,4447,Forward,64.9,3.8,0
3788742,776,4447,Forward,5527,Midfield,73.1,2.3,1
3788742,1835,16550,Defender,24648,Midfield,44.0,16.9,0
3788742,1835,24648,Midfield,24455,Defender,39.9,29.3,3
3788742,1835,24455,Defender,26939,Defender,26.7,57.4,0
3788742,1835,26939,Defender,8667,Goalkeeper,24.4,61.6,0
3788742,776,5534,Defender,6797,Defender,46.5,45.1,0
3788742,1835,24648,Midfield,13215,Midfield,79.8,15.2,3
3788742,1835,13215,Midfield,16550,Defender,76.9,7.4,3
3788742,776,6797,Defender,21261,Forward,34.8,74.8,0
3788742,776,21261,Forward,16554,Defender,49.5,60.9,1
3788742,776,16554,Defender,4447,Forward,62.6,16.8,0
3788742,776,4447,Forward,5536,Forward,93.0,20.9,1
3788742,776,4447,Forward,5527,Midfield,91.6,24.8,1
3788742,1835,8667,Goalkeeper,26939,Defender,12.2,44.2,2
3788742,1835,26939,Defender,15416,Defender,20.2,58.1,0
3788742,776,16554,Defender,3959,Defender,87.8,0.1,0
3788742,776,3959,Defender,3570,Midfield,62.4,24.5,0
3788742,776,3570,Midfield,5527,Midfield,65.7,9.7,3
3788742,776,5527,Midfield,5534,Defender,70.4,26.1,3
3788742,776,5534,Defender,6797,Defender,51.5,43.8,0
3788742,776,6797,Defender,5527,Midfield,61.9,64.5,0
3788742,776,5527,Midfield,5536,Forward,64.0,50.9,3
3788742,776,5527,Midfield,4447,Forward,106.6,44.6,3
3788742,776,16554,Defender,3570,Midfield,47.6,5.3,0
3788742,776,3570,Midfield,16554,Defender,56.4,19.1,3
3788742,776,16554,Defender,4447,Forward,69.9,7.6,0
3788742,776,4447,Forward,5527,Midfield,76.9,4.2,1
3788742,776,16554,Defender,3570,Midfield,84.9,7.8,0
3788742,776,3570,Midfield,5534,Defender,71.8,20.3,3
3788742,776,5534,Defender,6797,Defender,67.6,52.9,0
3788742,776,6797,Defender,16554,Defender,92.3,66.5,0
3788742,776,16554,Defender,3570,Midfield,49.8,54.3,0
3788742,776,3570,Midfield,18722,Midfield,55.4,21.9,3
3788742,776,18722,Midfield,16554,Defender,79.3,15.3,3
3788742,776,16554,Defender,6797,Defender,72.1,61.4,0
3788742,776,6797,Defender,16554,Defender,84.9,76.6,0
3788742,776,16554,Defender,3570,Midfield,77.3,69.1,0
3788742,776,3570,Midfield,5534,Defender,69.5,59.5,3
3788742,776,5534,Defender,3959,Defender,56.1,45.8,0
3788742,776,3959,Defender,18722,Midfield,67.1,21.7,0
3788742,776,18722,Midfield,3959,Defender,76.9,18.5,3
3788742,776,3959,Defender,4447,Forward,64.0,20.1,0
3788742,776,4447,Forward,16554,Defender,78.6,4.8,1
3788742,776,6797,Defender,5534,Defender,44.5,80.0,0
3788742,776,5534,Defender,3570,Midfield,44.1,72.5,0
3788742,776,3570,Midfield,5534,Defender,49.1,58.6,3
3788742,776,5534,Defender,6797,Defender,51.8,69.1,0
3788742,776,6797,Defender,5536,Forward,63.8,74.3,0
3788742,776,5536,Forward,21261,Forward,78.1,76.6,1
3788742,776,21261,Forward,5536,Forward,82.9,68.2,1
